index,nickname,country,city,club,band,daily_cap,schedule,rename_flag,base_skill,consistency,speed_offset,affinities,has_avatar,personality_seed
747,miqa,GE,Telavi,,B2,2,daytime,no,0.277,0.635,0.15,georgian_football:0.088 serie_a:0.173 bundesliga:0.189 legends:-0.062 la_liga:-0.065 national_teams:-0.061 premier_league:-0.168,no,2149449570150050
748,grishar14,GE,Gori,,B5 (top),15,daytime,no,0.801,0.846,0.176,transfers:0.137 la_liga:0.104 serie_a:0.075 georgian_football:0.179 legends:-0.105 national_teams:-0.134 world_cup:-0.187 bundesliga:-0.176,no,768879610069205
749,Ugulshvili,GE,Zugdidi,,B2,3,daytime,no,0.255,0.677,-0.092,champions_league:0.146 national_teams:0.198 transfers:-0.068 serie_a:-0.151,no,4372015653954519
750,Zurabiko,GE,Rustavi,,B4,3,evening,no,0.644,0.8,0.272,national_teams:0.117 la_liga:0.058 georgian_football:-0.169 premier_league:-0.084,no,887843066595828
751,mgelshvili,GE,Akhaltsikhe,,B1 (bottom),2,night_owl,no,0.077,0.42,-0.07,champions_league:0.072 world_cup:0.055 national_teams:0.06 georgian_football:-0.063 la_liga:-0.176,no,4359861214921892
752,SANDRO NACHKEBELI,US,New York,,B1 (bottom),3,daytime,no,0.1,0.613,0.075,georgian_football:0.159 national_teams:0.163 la_liga:-0.061 legends:-0.172 world_cup:-0.15 champions_league:-0.155,no,2484791311904124
753,Gugaika,GE,Rustavi,,B2,2,evening,no,0.384,0.523,-0.26,serie_a:0.154 la_liga:0.079 world_cup:-0.114 transfers:-0.163 premier_league:-0.112 legends:-0.071,no,3118781424559735
754,Zaaluna,GE,Gori,,B4,2,evening,yes,0.648,0.666,-0.008,national_teams:0.071 world_cup:0.098 legends:0.128 premier_league:0.102 transfers:-0.186 georgian_football:-0.128,no,2682681825796868
755,vato khubulidze,GE,Tbilisi,,B2,3,evening,no,0.424,0.692,0.047,national_teams:0.182 transfers:0.057 world_cup:0.167 premier_league:0.188 la_liga:-0.07 serie_a:-0.082 champions_league:-0.105 legends:-0.166,no,60170406540095
756,Nugoushka,GE,Rustavi,,B5 (top),10,evening,no,0.814,0.58,-0.245,serie_a:0.142 legends:0.063 georgian_football:0.063 champions_league:-0.063 world_cup:-0.156 premier_league:-0.119 bundesliga:-0.062,no,215853951245145
757,Nikoloz Dvalishvili,GE,Telavi,,B5 (top),2,evening,no,0.875,0.748,0.016,serie_a:0.053 champions_league:0.195 georgian_football:0.184 transfers:0.104 national_teams:-0.185 bundesliga:-0.191 premier_league:-0.066 la_liga:-0.184,no,4381508154513270
758,Luka Zhvanadze,GE,Telavi,,B3,2,daytime,no,0.572,0.426,0.035,bundesliga:0.155 serie_a:0.157 georgian_football:0.13 la_liga:-0.195 legends:-0.179 champions_league:-0.063 transfers:-0.17,no,992892604574227
759,Mamuka Ratianashvili,GE,Akhaltsikhe,,B2,3,evening,no,0.263,0.4,-0.026,national_teams:0.089 champions_league:0.119 transfers:-0.054 georgian_football:-0.082 bundesliga:-0.194 legends:-0.156,no,2291156091316259
760,guram bochorshvili,GE,Batumi,,B2,2,evening,no,0.399,0.423,-0.081,national_teams:0.113 la_liga:0.121 bundesliga:-0.157 world_cup:-0.107 georgian_football:-0.152 serie_a:-0.174,no,3173704623088615
761,grishauna,GE,Telavi,,B3,2,daytime,no,0.594,0.677,0.054,serie_a:0.111 la_liga:0.053 transfers:0.155 bundesliga:-0.081 national_teams:-0.131 georgian_football:-0.15 champions_league:-0.061,no,713333443734808
762,GOGID,GE,Telavi,,B4,3,evening,no,0.678,0.514,0.101,national_teams:0.144 georgian_football:0.186 world_cup:0.197 la_liga:0.183 champions_league:-0.183 premier_league:-0.097 legends:-0.148 transfers:-0.127,no,1052630076436254
763,TamarB,GE,Gori,,B4,15,evening,no,0.643,0.769,-0.136,transfers:0.075 national_teams:0.115 la_liga:0.15 bundesliga:0.104 legends:-0.141 champions_league:-0.171,no,4316058266685256
764,GiorgiB,GE,Kutaisi,,B4,2,evening,no,0.682,0.766,0.071,national_teams:0.142 legends:0.185 bundesliga:0.096 georgian_football:0.17 transfers:-0.069 premier_league:-0.188 world_cup:-0.189,no,2736959191514498
765,datauna09,GE,Ozurgeti,,B2,15,daytime,no,0.428,0.768,-0.291,la_liga:0.154 national_teams:0.088 bundesliga:0.137 world_cup:0.063 legends:-0.082 serie_a:-0.14 champions_league:-0.115,no,4470907309447862
766,Mariam Nadiriani,GE,Akhaltsikhe,,B2,2,daytime,no,0.435,0.766,0.095,serie_a:0.094 georgian_football:0.144 world_cup:-0.083 national_teams:-0.134 bundesliga:-0.057 la_liga:-0.151,no,2845220632057497
767,jemal janjgavadze,GE,Rustavi,,B1 (bottom),2,evening,yes,0.095,0.845,0.297,georgian_football:0.195 world_cup:0.102 bundesliga:0.138 transfers:0.099 champions_league:-0.194 serie_a:-0.129 legends:-0.182 national_teams:-0.072,yes,3464442129714688
768,Vovaka,GE,Tbilisi,,B5 (top),2,morning,no,0.894,0.527,0.088,legends:0.154 premier_league:0.174 national_teams:-0.188 transfers:-0.06 serie_a:-0.064 champions_league:-0.062,no,4291969141807580
769,Tsalugelava22,GE,Rustavi,,B2,2,daytime,no,0.437,0.837,0.049,legends:0.149 world_cup:0.112 premier_league:-0.091 champions_league:-0.086 georgian_football:-0.115,no,754059348923451
770,Lika Iremashidze,GE,Kutaisi,,B3,2,daytime,yes,0.504,0.545,0.118,transfers:0.191 world_cup:0.064 champions_league:-0.147 georgian_football:-0.078,no,3812919558079087
771,Vaso Chanturiidze,US,New York,,B2,2,daytime,no,0.409,0.624,-0.097,world_cup:0.061 premier_league:0.127 serie_a:0.058 georgian_football:-0.072 la_liga:-0.181 bundesliga:-0.055,no,1457588982066221
772,SulkhanA,GE,Tbilisi,,B2,2,daytime,yes,0.347,0.432,-0.244,champions_league:0.065 la_liga:0.196 transfers:0.111 national_teams:0.094 serie_a:-0.167 legends:-0.163 world_cup:-0.181 georgian_football:-0.139,no,644893306507262
773,Arsenshvili,GE,Rustavi,,B3,2,evening,no,0.502,0.546,0,premier_league:0.112 serie_a:0.103 bundesliga:0.063 legends:-0.053 georgian_football:-0.091 transfers:-0.148,no,3682669472453480
774,Ioseb Vephkhvidze,GB,Birmingham,,B3,2,evening,no,0.459,0.721,0.092,serie_a:0.113 la_liga:0.192 premier_league:0.145 world_cup:0.165 bundesliga:-0.14 legends:-0.055 transfers:-0.116,no,3177074268299380
775,Shota,GE,Telavi,,B3,2,evening,no,0.469,0.492,-0.236,la_liga:0.165 serie_a:0.119 georgian_football:0.181 legends:-0.183 bundesliga:-0.103 premier_league:-0.18,no,433640614684151
776,Irakay Papaveli,GE,Kutaisi,,B2,2,evening,no,0.431,0.691,0.025,world_cup:0.109 legends:0.198 national_teams:0.134 bundesliga:0.197 serie_a:-0.185 la_liga:-0.117 premier_league:-0.124,no,1926734712798066
777,Irakay,GE,Kutaisi,,B3,15,morning,no,0.469,0.735,-0.217,serie_a:0.073 premier_league:0.077 champions_league:0.107 national_teams:-0.057 bundesliga:-0.185 legends:-0.164,no,2908737222904522
778,Bidzina Arakiiani,GE,Gori,,B2,10,daytime,no,0.271,0.467,0.117,la_liga:0.085 serie_a:0.127 national_teams:0.079 champions_league:-0.068 bundesliga:-0.102,no,2183662627573823
779,pavleo,GE,Batumi,,B2,2,daytime,no,0.292,0.643,0.3,la_liga:0.187 georgian_football:0.157 transfers:-0.117 bundesliga:-0.059 serie_a:-0.187 world_cup:-0.09,no,1865891867682261
780,Maisuradze,GE,Akhaltsikhe,,B4,2,evening,no,0.734,0.722,-0.05,premier_league:0.162 national_teams:0.052 world_cup:0.09 transfers:-0.153 serie_a:-0.125 champions_league:-0.098 la_liga:-0.144,no,908224238094752
781,otari skangshvili09,US,Chicago,,B3,2,evening,no,0.504,0.454,-0.199,premier_league:0.063 bundesliga:0.145 transfers:0.153 champions_league:0.088 georgian_football:-0.099 serie_a:-0.19,no,2972322182981665
782,Lordkipashvili,GE,Akhaltsikhe,,B4,3,evening,no,0.675,0.745,0.284,georgian_football:0.103 world_cup:0.163 premier_league:0.118 serie_a:-0.151 national_teams:-0.139 bundesliga:-0.198 transfers:-0.116,no,1342700781359503
783,Taso,DE,Munich,,B2,2,daytime,no,0.258,0.652,0.02,champions_league:0.19 legends:0.148 serie_a:-0.057 transfers:-0.148 la_liga:-0.094,no,2318598702638479
784,cf15,GE,Telavi,,B3,3,morning,no,0.513,0.424,0.259,world_cup:0.112 national_teams:0.064 bundesliga:0.18 legends:0.128 premier_league:-0.131 georgian_football:-0.089 transfers:-0.096,no,379525255207163
785,Jano,GE,Tbilisi,,B5 (top),2,daytime,yes,0.781,0.536,-0.116,la_liga:0.195 premier_league:0.146 serie_a:-0.072 champions_league:-0.109,no,3485756490617705
786,nana chanturiua,GB,Birmingham,,B2,3,evening,no,0.387,0.395,0.039,world_cup:0.128 bundesliga:0.169 legends:0.092 national_teams:-0.074 la_liga:-0.153,no,4239957606965946
787,Zviad,ES,Madrid,,B2,2,evening,no,0.309,0.526,0.152,serie_a:0.104 world_cup:0.144 legends:-0.177 champions_league:-0.197,no,1334161384282312
788,GuguA,GE,Batumi,,B3,10,daytime,no,0.551,0.589,0.153,georgian_football:0.099 la_liga:0.114 bundesliga:0.139 transfers:0.087 world_cup:-0.115 legends:-0.114 champions_league:-0.191 serie_a:-0.18,no,34019169083453
789,pavlea2,GE,Batumi,,B1 (bottom),2,daytime,no,0.053,0.744,-0.101,champions_league:0.116 bundesliga:0.083 premier_league:-0.052 la_liga:-0.166 georgian_football:-0.089,no,1350612977597965
790,Uchauna,GE,Telavi,,B2,10,daytime,no,0.368,0.819,0.122,serie_a:0.08 transfers:0.192 national_teams:0.054 la_liga:0.118 premier_league:-0.068 world_cup:-0.056 legends:-0.091,no,2860639110240454
791,IosebD,GE,Telavi,,B3,2,daytime,no,0.472,0.472,0.2,bundesliga:0.113 premier_league:0.08 transfers:0.09 national_teams:-0.173 world_cup:-0.199 georgian_football:-0.122 legends:-0.133,no,1137510950141833
792,hamsik971,GE,Poti,,B3,3,evening,yes,0.453,0.667,-0.018,premier_league:0.166 bundesliga:0.073 serie_a:0.164 transfers:-0.102 la_liga:-0.096,no,4052782714545812
793,Beberidze,GE,Batumi,,B4,2,evening,no,0.704,0.827,-0.198,serie_a:0.102 georgian_football:0.174 legends:0.137 champions_league:0.148 transfers:-0.18 world_cup:-0.089 national_teams:-0.071 bundesliga:-0.109,no,3732436845874535
794,Kakha1,GE,Akhaltsikhe,,B4,2,evening,yes,0.628,0.806,0.124,georgian_football:0.059 national_teams:0.113 legends:-0.156 bundesliga:-0.128 world_cup:-0.177,no,95063215051374
795,Niko Vashalshvili,GE,Telavi,,B3,3,daytime,no,0.524,0.798,0.258,transfers:0.108 georgian_football:0.142 serie_a:0.083 legends:0.096 national_teams:-0.155 world_cup:-0.115 la_liga:-0.174 champions_league:-0.097,no,3650297654262494
796,GIGI TURASHIDZE,GE,Poti,,B2,2,evening,no,0.298,0.469,-0.01,world_cup:0.183 la_liga:0.117 georgian_football:0.116 transfers:-0.076 premier_league:-0.092 national_teams:-0.193,no,804725360148407
797,Tornike Kldiashvili,GE,Telavi,,B3,21,evening,no,0.547,0.659,0.003,bundesliga:0.169 national_teams:0.088 premier_league:-0.076 la_liga:-0.196 champions_league:-0.152,no,1590542909865918
798,Gega Lezhavshvili,GE,Akhaltsikhe,,B1 (bottom),2,daytime,yes,0.088,0.714,0.008,legends:0.112 georgian_football:0.165 national_teams:0.149 la_liga:0.106 bundesliga:-0.075 serie_a:-0.135,no,2282956384832728
799,gegaa,GE,Zugdidi,,B2,2,evening,no,0.381,0.792,0.224,la_liga:0.087 serie_a:0.098 national_teams:0.152 world_cup:-0.171 champions_league:-0.184 premier_league:-0.177,no,218771151780472
800,ShalvaS69,GE,Batumi,,B1 (bottom),3,evening,no,0.116,0.375,0.273,bundesliga:0.126 world_cup:0.065 champions_league:-0.171 legends:-0.081,no,433314345395577
801,RevazD,TR,Ankara,,B4,3,evening,no,0.622,0.556,0.168,premier_league:0.171 georgian_football:0.157 national_teams:0.085 transfers:0.195 serie_a:-0.117 la_liga:-0.178 world_cup:-0.117,no,1934883870806748
802,Medea14,GE,Ozurgeti,,B4,15,evening,no,0.708,0.461,-0.199,serie_a:0.118 la_liga:0.061 champions_league:-0.114 georgian_football:-0.162,no,2990027345219142
803,Tamar Gogichidze,GE,Ozurgeti,,B3,15,daytime,no,0.464,0.847,-0.041,premier_league:0.115 transfers:0.057 la_liga:0.094 serie_a:-0.132 bundesliga:-0.087 champions_league:-0.11,no,4026618610314507
804,salomem,GE,Batumi,,B2,10,evening,no,0.338,0.828,-0.126,legends:0.155 georgian_football:0.126 transfers:-0.16 la_liga:-0.123 premier_league:-0.098,no,2436026598194654
805,UshangiT69,GB,Birmingham,,B3,15,daytime,no,0.502,0.6,0.274,legends:0.149 georgian_football:0.054 national_teams:0.17 champions_league:-0.179 la_liga:-0.194 bundesliga:-0.19,no,580009832490790
806,misha samkharshvili,GE,Ozurgeti,,B2,10,daytime,no,0.363,0.487,-0.157,transfers:0.061 georgian_football:0.197 serie_a:-0.158 legends:-0.081 premier_league:-0.087,no,3333941969118846
807,MikheilN1,GE,Kutaisi,,B1 (bottom),2,morning,no,0.062,0.449,-0.284,transfers:0.056 world_cup:0.074 premier_league:0.107 la_liga:0.137 bundesliga:-0.165 champions_league:-0.137,no,960094616441822
808,ZviadK09,GE,Rustavi,,B4,2,daytime,no,0.67,0.352,-0.27,world_cup:0.199 premier_league:0.142 transfers:-0.098 legends:-0.198,no,733262756641862
809,PridonB738,GE,Zugdidi,,B1 (bottom),3,morning,no,0.069,0.645,0.127,serie_a:0.117 legends:0.176 national_teams:0.103 transfers:0.179 georgian_football:-0.124 premier_league:-0.176,no,3035167785661850
810,Rezi Ugrelishvili,GE,Akhaltsikhe,,B3,2,evening,no,0.524,0.759,-0.163,serie_a:0.068 georgian_football:0.073 champions_league:0.169 legends:0.196 bundesliga:-0.056 world_cup:-0.114,no,4274091461948407
811,GEGA ARAKIASHVILI,GB,Birmingham,,B4,3,evening,no,0.695,0.721,-0.013,bundesliga:0.16 premier_league:0.134 legends:0.149 georgian_football:-0.197 transfers:-0.093 world_cup:-0.169 la_liga:-0.185,no,2305886836239939
812,Tornike Nadirshvili,TR,Istanbul,,B2,2,evening,no,0.291,0.588,0.122,transfers:0.136 georgian_football:0.186 serie_a:-0.052 bundesliga:-0.073 champions_league:-0.057 national_teams:-0.054,no,3994544768768509
813,VATOUSHKA,GE,Kutaisi,,B2,3,daytime,no,0.43,0.401,-0.079,bundesliga:0.149 georgian_football:0.09 world_cup:-0.156 legends:-0.088 premier_league:-0.159,no,504279977667583
814,Guram Tsereteliiani,GE,Gori,,B1 (bottom),10,evening,no,0.051,0.661,-0.202,georgian_football:0.097 transfers:0.103 premier_league:-0.182 legends:-0.129,no,2795207756437576
815,emzarn,GE,Zugdidi,,B2,3,daytime,yes,0.273,0.656,-0.268,champions_league:0.169 bundesliga:0.197 national_teams:-0.167 world_cup:-0.068,no,2045354532024720
816,Dato Vashalidze,ES,Madrid,,B3,2,morning,no,0.474,0.552,0.1,premier_league:0.127 champions_league:0.095 bundesliga:-0.083 national_teams:-0.07 world_cup:-0.154,no,3516047246435003
817,EmzarT,GE,Telavi,,B1 (bottom),2,daytime,no,0.172,0.525,-0.187,national_teams:0.051 premier_league:0.15 georgian_football:0.123 legends:0.152 transfers:-0.172 bundesliga:-0.186,no,514508993121853
818,sopho skangiani,GE,Gori,,B3,10,evening,no,0.525,0.397,-0.074,georgian_football:0.057 national_teams:0.081 transfers:-0.188 la_liga:-0.182,no,4416880690910367
819,Temo Lomidshvili,GE,Akhaltsikhe,,B2,10,daytime,no,0.325,0.83,0.097,georgian_football:0.181 serie_a:0.078 premier_league:0.16 legends:-0.185 transfers:-0.08 bundesliga:-0.195,no,2925678124194156
820,Mamuka Beridzadze,GE,Poti,,B4,10,daytime,no,0.601,0.364,-0.299,champions_league:0.171 bundesliga:0.055 legends:-0.155 transfers:-0.161 la_liga:-0.159 georgian_football:-0.171,no,813150420209369
821,Pridon55,GE,Rustavi,,B2,2,morning,no,0.382,0.809,-0.108,legends:0.123 world_cup:0.094 champions_league:0.146 premier_league:0.192 national_teams:-0.156 transfers:-0.199 la_liga:-0.104,no,3389052121118319
822,Emzar,GE,Gori,,B1 (bottom),2,daytime,no,0.197,0.615,0.285,georgian_football:0.161 bundesliga:0.177 world_cup:0.166 champions_league:-0.127 national_teams:-0.143,no,497675149465372
823,Ramazka,GE,Poti,,B3,2,evening,no,0.511,0.648,-0.073,legends:0.053 la_liga:0.056 bundesliga:0.065 premier_league:-0.171 georgian_football:-0.169 champions_league:-0.151,no,3434370698977243
824,gio kalatozshvili,GE,Telavi,,B4,3,daytime,yes,0.649,0.399,0.109,champions_league:0.154 legends:0.103 la_liga:-0.143 bundesliga:-0.172 serie_a:-0.148,no,817858957935611
825,dataa,GB,Birmingham,,B3,10,evening,no,0.544,0.51,-0.271,georgian_football:0.132 premier_league:0.111 legends:0.081 bundesliga:0.063 champions_league:-0.152 world_cup:-0.199 la_liga:-0.161 national_teams:-0.064,yes,3471612801964642
826,Medeaa69,US,Chicago,,B1 (bottom),3,evening,no,0.159,0.557,0.138,georgian_football:0.182 la_liga:0.066 bundesliga:-0.118 world_cup:-0.158,no,4422710130928366
827,Tornike Ruradava,GE,Rustavi,,B3,2,daytime,yes,0.596,0.419,-0.064,world_cup:0.13 national_teams:0.154 bundesliga:-0.194 legends:-0.118 transfers:-0.06 champions_league:-0.181,no,3432308544786258
828,KakhiL,GE,Gori,,B3,2,morning,no,0.539,0.527,-0.174,world_cup:0.085 serie_a:0.07 national_teams:0.14 legends:-0.183 bundesliga:-0.108 premier_league:-0.101,no,1802591939580456
829,Kakhi Phkhovelava,GE,Tbilisi,,B2,2,evening,no,0.449,0.402,0.288,national_teams:0.065 legends:0.15 la_liga:0.127 premier_league:-0.055 bundesliga:-0.14,no,1653179081164281
830,Tokoushka,GE,Poti,,B1 (bottom),2,evening,no,0.061,0.597,0.162,champions_league:0.063 legends:0.172 premier_league:0.054 georgian_football:-0.064 bundesliga:-0.072 transfers:-0.074 national_teams:-0.078,yes,2008270313374532
831,teimuraz japariani,GB,London,,B1 (bottom),15,evening,yes,0.219,0.403,0.277,premier_league:0.052 georgian_football:0.096 champions_league:0.196 legends:-0.181 serie_a:-0.188,no,1701303923553186
832,Ramaz Natenadadze,GE,Rustavi,,B3,3,morning,no,0.473,0.768,-0.087,la_liga:0.124 champions_league:0.059 georgian_football:0.079 world_cup:0.129 national_teams:-0.13 serie_a:-0.16 bundesliga:-0.141,no,2873765054742628
833,Mikheil Peikrishiani,GE,Batumi,,B2,3,daytime,no,0.253,0.516,-0.171,bundesliga:0.05 la_liga:0.051 premier_league:0.136 national_teams:-0.078 champions_league:-0.167 transfers:-0.054,no,1438887411983584
834,Guramiko,GE,Tbilisi,,B4,2,daytime,no,0.613,0.473,-0.217,national_teams:0.164 champions_league:0.176 legends:0.193 premier_league:-0.139 georgian_football:-0.15 la_liga:-0.065 world_cup:-0.091,no,520894012442395
835,Ramazika,GE,Telavi,,B4,15,evening,no,0.744,0.474,-0.211,georgian_football:0.185 national_teams:0.13 la_liga:0.196 transfers:-0.169 premier_league:-0.099 serie_a:-0.083 champions_league:-0.191,no,4116080756123783
836,Temo Turashadze,GE,Rustavi,,B4,2,evening,no,0.746,0.352,0.05,national_teams:0.075 legends:0.2 transfers:0.165 world_cup:0.079 premier_league:-0.178 georgian_football:-0.08 serie_a:-0.154 bundesliga:-0.102,no,399809608125399
837,zurab gelashiani,US,New York,,B2,10,night_owl,no,0.439,0.681,0.044,champions_league:0.073 serie_a:0.193 legends:0.065 transfers:-0.118 georgian_football:-0.074 national_teams:-0.195 world_cup:-0.183,no,230814492721474
838,genadiz,GE,Tbilisi,,B1 (bottom),3,daytime,no,0.135,0.647,-0.071,serie_a:0.094 world_cup:0.159 national_teams:0.182 champions_league:-0.126 legends:-0.181 premier_league:-0.116 la_liga:-0.194,no,127993764573559
839,Miriano61,GE,Rustavi,,B4,3,evening,no,0.722,0.662,0.295,georgian_football:0.135 national_teams:0.152 legends:0.069 la_liga:-0.194 bundesliga:-0.142 world_cup:-0.145 premier_league:-0.187,no,2408865652219490
840,Iosebiko,GE,Ozurgeti,,B1 (bottom),2,daytime,yes,0.055,0.415,0.22,champions_league:0.087 bundesliga:0.142 serie_a:0.062 world_cup:-0.123 georgian_football:-0.137,no,3449988543400841
841,goat111,GE,Tbilisi,,B2,2,daytime,no,0.346,0.69,-0.087,serie_a:0.146 legends:0.164 la_liga:0.128 georgian_football:0.157 transfers:-0.179 champions_league:-0.129 premier_league:-0.088,no,2212280825297225
842,Jaba,GE,Gori,,B3,2,evening,no,0.574,0.731,-0.24,world_cup:0.071 la_liga:0.061 bundesliga:0.197 national_teams:0.16 transfers:-0.061 serie_a:-0.078 premier_league:-0.078,yes,1782265181302064
843,Tea Arsenidze,GE,Poti,,B5 (top),2,evening,no,0.83,0.81,-0.254,champions_league:0.071 national_teams:0.131 georgian_football:-0.179 transfers:-0.14 bundesliga:-0.172 la_liga:-0.157,no,3533330143646441
844,vaso zhvanshvili,GB,Birmingham,,B4,3,evening,no,0.703,0.807,0.288,transfers:0.054 serie_a:0.191 world_cup:-0.145 georgian_football:-0.128,no,3925641420304833
845,Tengiz,GE,Gori,,B5 (top),15,daytime,no,0.793,0.388,0.167,premier_league:0.093 bundesliga:0.133 georgian_football:0.088 la_liga:0.057 serie_a:-0.176 national_teams:-0.199,no,3382573200647048
846,Data Japarashvili,ES,Barcelona,,B3,15,daytime,no,0.478,0.768,-0.226,world_cup:0.127 national_teams:0.191 serie_a:0.179 legends:0.101 premier_league:-0.11 bundesliga:-0.185 champions_league:-0.12,no,230054174915260
847,Buba Zarkshvili,GE,Zugdidi,,B1 (bottom),3,morning,no,0.166,0.588,0.022,la_liga:0.11 champions_league:0.178 serie_a:-0.063 georgian_football:-0.159 national_teams:-0.089 bundesliga:-0.069,no,811947712742408
848,Levan Ubilua,GE,Kutaisi,,B1 (bottom),2,evening,no,0.084,0.653,0.066,premier_league:0.086 la_liga:0.139 legends:0.156 national_teams:-0.083 bundesliga:-0.076,no,1767101099650304
849,sopho12,GE,Batumi,,B2,3,evening,no,0.281,0.375,0.261,champions_league:0.097 transfers:0.111 serie_a:0.144 georgian_football:0.198 premier_league:-0.162 national_teams:-0.092 la_liga:-0.184 bundesliga:-0.145,no,3055968729245754
850,Japarshvili1,DE,Munich,,B2,3,evening,no,0.336,0.689,-0.131,serie_a:0.144 world_cup:0.15 transfers:-0.094 georgian_football:-0.169 champions_league:-0.094,no,1914675168135438
851,bubak,GE,Zugdidi,,B2,10,daytime,no,0.292,0.385,-0.149,bundesliga:0.181 national_teams:0.112 legends:0.116 la_liga:0.136 transfers:-0.074 serie_a:-0.198,no,1899774904317850
852,Niko Shengelshvili,GE,Gori,,B3,2,evening,no,0.582,0.369,-0.019,premier_league:0.178 legends:0.192 transfers:0.187 georgian_football:0.073 national_teams:-0.115 bundesliga:-0.188,no,600328773415619
853,Irakli Gogitchava,GE,Gori,,B4,15,daytime,no,0.736,0.695,0.173,transfers:0.134 champions_league:0.123 georgian_football:0.166 serie_a:-0.115 legends:-0.112,no,1691078599037188
854,Kakhaa,GE,Kutaisi,,B3,3,morning,no,0.549,0.509,0.019,bundesliga:0.102 world_cup:0.176 legends:0.055 premier_league:-0.115 champions_league:-0.146 serie_a:-0.148 transfers:-0.181,no,951994907525229
855,Vaskao,US,New York,,B3,3,daytime,no,0.482,0.386,0.067,la_liga:0.07 world_cup:0.184 premier_league:0.118 legends:0.132 serie_a:-0.164 georgian_football:-0.117 bundesliga:-0.084 champions_league:-0.053,no,1647559841514976
856,NugoM,GE,Zugdidi,,B3,2,daytime,no,0.536,0.735,-0.064,legends:0.133 world_cup:0.123 premier_league:-0.115 national_teams:-0.134,no,1853412954585876
857,Keti Chanturishvili,GE,Kutaisi,,B3,2,evening,no,0.558,0.76,0.23,national_teams:0.199 transfers:0.188 legends:0.099 world_cup:-0.072 la_liga:-0.115 georgian_football:-0.197 bundesliga:-0.169,no,3931797152338215
858,Shalva Chanturishvili,GE,Rustavi,Real Madrid,B3,2,evening,yes,0.481,0.784,0.099,premier_league:0.173 transfers:0.067 national_teams:0.055 la_liga:0.188 serie_a:-0.079 legends:-0.154 world_cup:-0.072,no,4493324536705743
859,zaalk111,GE,Ozurgeti,,B1 (bottom),3,daytime,no,0.113,0.772,-0.282,champions_league:0.132 georgian_football:0.064 transfers:0.07 serie_a:-0.065 world_cup:-0.068 legends:-0.156,no,2676706121031503
860,Anano14,GE,Akhaltsikhe,,B3,3,daytime,no,0.567,0.715,0.159,bundesliga:0.063 legends:0.089 champions_league:-0.116 la_liga:-0.105 world_cup:-0.116 georgian_football:-0.089,no,502026888626138
861,Ushangiuna,GE,Zugdidi,,B3,10,evening,no,0.533,0.371,-0.264,champions_league:0.149 premier_league:0.147 georgian_football:0.132 serie_a:0.157 national_teams:-0.11 la_liga:-0.136 transfers:-0.175,no,891969219032627
862,Nana Papavadze,GE,Akhaltsikhe,,B4,3,daytime,no,0.617,0.551,0.114,legends:0.121 national_teams:0.099 serie_a:-0.081 premier_league:-0.124 georgian_football:-0.124,no,1870537377599217
863,rezo natenadshvili,GE,Zugdidi,,B2,15,daytime,no,0.326,0.636,-0.109,la_liga:0.174 bundesliga:0.117 champions_league:0.174 world_cup:-0.12 legends:-0.194,no,3649092263046615
864,Grisha Shengelshvili,GE,Zugdidi,,B3,2,evening,no,0.536,0.55,0.123,la_liga:0.075 georgian_football:0.118 national_teams:0.115 serie_a:-0.13 premier_league:-0.157 champions_league:-0.134,no,3756476911146684
865,elizbaradze23,GE,Batumi,,B3,2,morning,no,0.571,0.714,0.284,transfers:0.093 legends:0.069 champions_league:-0.103 bundesliga:-0.057,no,2239982201461707
866,Sabauna,GE,Kutaisi,,B2,15,evening,no,0.317,0.769,0.033,bundesliga:0.125 legends:0.199 world_cup:0.078 georgian_football:0.118 premier_league:-0.188 national_teams:-0.172 transfers:-0.181,no,132859802187644
867,Sopoa,GE,Rustavi,,B5 (top),2,daytime,no,0.816,0.845,-0.087,world_cup:0.184 champions_league:0.122 national_teams:0.187 transfers:-0.058 la_liga:-0.114 georgian_football:-0.112 bundesliga:-0.132,no,1480703490658562
868,sophok,GE,Poti,,B3,2,evening,no,0.54,0.525,0.175,legends:0.106 bundesliga:0.179 premier_league:-0.082 world_cup:-0.069,no,3367397566889856
869,vovaika,TR,Izmir,,B3,2,morning,no,0.481,0.599,-0.218,legends:0.182 premier_league:0.084 serie_a:0.191 national_teams:-0.177 champions_league:-0.135 world_cup:-0.133 transfers:-0.12,yes,1879289776207634
870,pridon kldiashvili,TR,Istanbul,,B1 (bottom),2,evening,no,0.213,0.824,0.289,georgian_football:0.11 la_liga:0.177 transfers:0.111 bundesliga:-0.103 world_cup:-0.107 serie_a:-0.079,no,2379286696738036
871,ubilshvili,GR,Thessaloniki,,B2,3,night_owl,no,0.303,0.352,0.289,transfers:0.099 world_cup:0.065 bundesliga:0.118 georgian_football:-0.115 la_liga:-0.108 champions_league:-0.12 legends:-0.063,no,590753768736403
872,Lekso Bebershvili,GE,Kutaisi,,B2,15,evening,yes,0.264,0.7,0.153,world_cup:0.105 national_teams:0.183 premier_league:0.065 transfers:-0.193 la_liga:-0.123 legends:-0.16 georgian_football:-0.091,no,675350969755501
