family,difficulty,answer,prompt_en,explanation_en,facts,image_a,image_b,accepted_count
transfer,medium,Mateo Kovacic,One player made this move in 2019/20. Who?,Mateo Kovacic joined Chelsea from Real Madrid CF in 2019/20 for €45M.,"{""from"": ""Real Madrid"", ""to"": ""Chelsea"", ""season"": ""19/20"", ""fee"": 45000000.0}",real-madrid-cf.webp,chelsea.webp,4
transfer,medium,Moise Kean,One player made this move in 2023/24. Who?,Moise Kean joined Juventus from Everton in 2023/24 for €30M.,"{""from"": ""Everton"", ""to"": ""Juventus"", ""season"": ""23/24"", ""fee"": 30000000.0}",everton.webp,juventus.webp,4
transfer,medium,Weston McKennie,One player made this move in 2021/22. Who?,Weston McKennie joined Juventus from FC Schalke 04 in 2021/22 for €21.9M.,"{""from"": ""FC Schalke 04"", ""to"": ""Juventus"", ""season"": ""21/22"", ""fee"": 21900000.0}",fc-schalke-04.webp,juventus.webp,5
transfer,medium,Ricardo Rodríguez,One player made this move in 2017/18. Who?,Ricardo Rodríguez joined AC Milan from Wolfsburg in 2017/18 for €15M.,"{""from"": ""Wolfsburg"", ""to"": ""AC Milan"", ""season"": ""17/18"", ""fee"": 15000000.0}",wl-vfl-wolfsburg.png,ac-milan.webp,4
transfer,easy,Álvaro Carreras,One player made this move in 2025/26. Who?,Álvaro Carreras joined Real Madrid CF from Benfica in 2025/26 for €50M.,"{""from"": ""Benfica"", ""to"": ""Real Madrid"", ""season"": ""25/26"", ""fee"": 50000000.0}",sl-benfica.webp,real-madrid-cf.webp,4
transfer,medium,Raúl de Tomás,One player made this move in 2019/20. Who?,Raúl de Tomás joined Benfica from Real Madrid CF in 2019/20 for €20M.,"{""from"": ""Real Madrid"", ""to"": ""Benfica"", ""season"": ""19/20"", ""fee"": 20000000.0}",real-madrid-cf.webp,sl-benfica.webp,4
transfer,easy,Ollie Watkins,One player made this move in 2020/21. Who?,Ollie Watkins joined Aston Villa from Brentford in 2020/21 for €34M.,"{""from"": ""Brentford"", ""to"": ""Aston Villa"", ""season"": ""20/21"", ""fee"": 34000000.0}",wl-brentford.png,aston-villa.webp,9
transfer,hard,Luiz Gustavo,One player made this move in 2017/18. Who?,Luiz Gustavo joined Marseille from Wolfsburg in 2017/18 for €10M.,"{""from"": ""Wolfsburg"", ""to"": ""Marseille"", ""season"": ""17/18"", ""fee"": 10000000.0}",wl-vfl-wolfsburg.png,wl-marseille.png,3
transfer,medium,Brais Méndez,One player made this move in 2022/23. Who?,Brais Méndez joined Real Sociedad from Celta de Vigo in 2022/23 for €14M.,"{""from"": ""Celta de Vigo"", ""to"": ""Real Sociedad"", ""season"": ""22/23"", ""fee"": 14000000.0}",celta-de-vigo.webp,real-sociedad.webp,5
transfer,hard,Armel Bella-Kotchap,One player made this move in 2022/23. Who?,Armel Bella-Kotchap joined Southampton from VfL Bochum in 2022/23 for €12M.,"{""from"": ""VfL Bochum"", ""to"": ""Southampton"", ""season"": ""22/23"", ""fee"": 12000000.0}",wl-bochum.png,wl-southampton.png,5
transfer,hard,Jonas Urbig,One player made this move in 2024/25. Who?,Jonas Urbig joined FC Bayern Munich from 1. FC Köln in 2024/25 for €7M.,"{""from"": ""1.FC Köln"", ""to"": ""Bayern Munich"", ""season"": ""24/25"", ""fee"": 7000000.0}",1-fc-koln.webp,fc-bayern-munich.webp,4
transfer,easy,Lucas Paquetá,One player made this move in 2018/19. Who?,Lucas Paquetá joined AC Milan from Flamengo in 2018/19 for €38.4M.,"{""from"": ""Flamengo"", ""to"": ""AC Milan"", ""season"": ""18/19"", ""fee"": 38400000.0}",flamengo.webp,ac-milan.webp,4
transfer,easy,Mohamed Salah,One player made this move in 2013/14. Who?,Mohamed Salah joined Chelsea from Basel in 2013/14 for €16.5M.,"{""from"": ""Basel"", ""to"": ""Chelsea"", ""season"": ""13/14"", ""fee"": 16500000.0}",wl-basel.png,chelsea.webp,9
